Time,AxG_S1,AyG_S1,AzG_S1,AVx_S1,AVy_S1,AVz_S1,AVy_L1,AVy_R1,AVy_L2,AVy_R2,My_Dr_L1,My_Dr_R1,My_Dr_L2,My_Dr_R2,My_Bk_L1,My_Bk_R1,My_Bk_L2,My_Bk_R2,StrK_L1,StrK_R1,sv_vx,sv_vy,sv_vz,Roll_E,Pitch,Yaw
         0.15, -0.00281200418249, 7.78218385889e-18, 0.999784946442, -1.04528092386e-14, -0.0108541250229, 9.92668912293e-15, 188.430343628, 188.430343628, 188.416229248, 188.416229248, 12.2216911316, 12.2216911316, 12.2216911316, 12.2216911316,          -0.5,          -0.5,          -0.5,          -0.5, -5.68148316233e-05, 5.68148316233e-05, 8.32617282867, -2.9860523958e-16, -0.00627585733309, -9.12682765227e-16, -0.0448669008911, 8.68297868214e-16
        0.155, -0.00282198307104, -1.32975477396e-16, 0.999794065952, -1.03664347478e-14, -0.0101986546069, 9.87458389118e-15, 188.425949097, 188.425949097, 188.411819458, 188.411819458, 12.1958284378, 12.1958284378, 12.1958284378, 12.1958284378,          -0.5,          -0.5,          -0.5,          -0.5, -3.58931829396e-05, 3.58931829396e-05, 8.32599544525, -3.04736434629e-16, -0.00629382254556, -9.64849195108e-16, -0.04491956532, 9.17709588131e-16
         0.16, -0.00283294217661, 6.75877232699e-19, 0.99980455637, -1.02461052473e-14, -0.00948529969901, 9.88706153353e-15, 188.421554565, 188.421554565, 188.407363892, 188.407363892, 12.1698026657, 12.1698026657, 12.1698026657, 12.1698026657,          -0.5,          -0.5,          -0.5,          -0.5, -1.51883687067e-05, 1.51883687067e-05,  8.3258190155, -3.08950502951e-16, -0.00631080660969, -1.016437525e-15, -0.0449687950313, 9.6681854671e-16
        0.165, -0.00284451968037, -1.44702238269e-16, 0.99981623888, -1.02847646781e-14, -0.00873537361622, 9.67406662861e-15, 188.417129517, 188.417129517, 188.402908325, 188.402908325, 12.1441879272, 12.1441879272, 12.1441879272, 12.1441879272,          -0.5,          -0.5,          -0.5,          -0.5, 5.15626061315e-06, -5.15626061315e-06, 8.32564067841, -3.18144648546e-16, -0.00632671359926, -1.06791859935e-15, -0.0450143590569, 1.01601400853e-15
         0.17, -0.00285639590584, -1.55492567823e-17, 0.999828755856, -1.01361442772e-14, -0.00796879827976, 9.71879335636e-15, 188.412704468, 188.412704468, 188.398452759, 188.398452759, 12.1194620132, 12.1194620132, 12.1194620132, 12.1194620132,          -0.5,          -0.5,          -0.5,          -0.5, 2.50139619311e-05, -2.50139619311e-05, 8.32546234131, -3.21572908521e-16, -0.00634147459641, -1.11860632146e-15, -0.0450561195612, 1.06469023915e-15
        0.175, -0.0028682902921, 1.85718524956e-17, 0.999841868877, -1.01299456901e-14, -0.00720376707613, 9.66341180117e-15, 188.408279419, 188.408279419, 188.393981934, 188.393981934, 12.0960140228, 12.0960140228, 12.0960140228, 12.0960140228,          -0.5,          -0.5,          -0.5,          -0.5, 4.42760792794e-05, -4.42760792794e-05, 8.32528400421, -3.26295223081e-16, -0.00635504862294, -1.16916381226e-15, -0.0450940467417, 1.11320945104e-15
         0.18, -0.00287995743565, 2.71137182019e-17, 0.999855279922, -1.01849316809e-14, -0.00645648362115, 9.40171250178e-15, 188.403869629, 188.403869629, 188.389541626, 188.389541626, 12.0741605759, 12.0741605759, 12.0741605759, 12.0741605759,          -0.5,          -0.5,          -0.5,          -0.5, 6.28529523965e-05, -6.28529523965e-05, 8.32510471344, -3.30936884223e-16, -0.00636741938069, -1.21995286069e-15, -0.0451281890273, 1.16086161883e-15
        0.185, -0.00289118266664, 4.46071935309e-17, 0.999868869781, -1.01188775105e-14, -0.00574098946527, 9.03247135832e-15, 188.399475098, 188.399475098, 188.385101318, 188.385101318, 12.0541524887, 12.0541524887, 12.0541524887, 12.0541524887,          -0.5,          -0.5,          -0.5,          -0.5, 8.06742391433e-05, -8.06742391433e-05, 8.32492446899, -3.33649401357e-16, -0.00637859525159, -1.27069648698e-15, -0.0451586656272, 1.20708410088e-15
         0.19, -0.00290178181604, 4.55540241647e-17, 0.999882280827, -1.01089079327e-14, -0.00506906537339, 8.61474181379e-15, 188.395095825, 188.395095825,  188.38067627,  188.38067627, 12.0361824036, 12.0361824036, 12.0361824036, 12.0361824036,          -0.5,          -0.5,          -0.5,          -0.5, 9.76887677098e-05, -9.76887677098e-05, 8.32474327087, -3.37750258432e-16, -0.00638860370964, -1.32148172376e-15, -0.0451856702566, 1.25093372601e-15
        0.195, -0.00291159679182, 6.91470383407e-17, 0.999895334244, -1.00668154775e-14, -0.00445020571351, 8.41700959555e-15,  188.39074707,  188.39074707, 188.376296997, 188.376296997, 12.0203962326, 12.0203962326, 12.0203962326, 12.0203962326,          -0.5,          -0.5,          -0.5,          -0.5, 0.00011386389815, -0.00011386389815, 8.32456207275, -3.39759182355e-16, -0.00639749318361, -1.37197145192e-15, -0.045209441334, 1.29340131101e-15
          0.2, -0.00292049418204, -7.32143317348e-17, 0.999907851219, -1.00611386626e-14, -0.00389165431261, 8.39271838468e-15, 188.386413574, 188.386413574, 188.371917725, 188.371917725, 12.0068979263, 12.0068979263, 12.0068979263, 12.0068979263,          -0.5,          -0.5,          -0.5,          -0.5, 0.00012918455468, -0.00012918455468, 8.32438087463, -3.39808363205e-16, -0.00640532560647, -1.42225228058e-15, -0.0452302694321, 1.33576555798e-15
        0.205, -0.00292836409062, 7.98404984276e-17, 0.999919712543, -9.84762283247e-15, -0.00339848990552, 8.18398066736e-15, 188.382125854, 188.382125854, 188.367584229, 188.367584229, 11.9957542419, 11.9957542419, 11.9957542419, 11.9957542419,          -0.5,          -0.5,          -0.5,          -0.5, 0.00014365183597, -0.00014365183597, 8.32419872284, -3.41020467353e-16, -0.00641217734665, -1.4721515209e-15, -0.0452484637499, 1.37700071004e-15
         0.21, -0.00293511757627, -6.03275790927e-17, 0.999930739403, -9.5974465693e-15, -0.00297375931405, 7.96582987289e-15, 188.377853394, 188.377853394,  188.36328125,  188.36328125, 11.9870014191, 11.9870014191, 11.9870014191, 11.9870014191,          -0.5,          -0.5,          -0.5,          -0.5, 0.000157281494467, -0.000157281494467, 8.32401561737, -3.39939335675e-16, -0.00641813501716, -1.52079514075e-15, -0.0452643670142, 1.41739952295e-15
