Time,AxG_S1,AyG_S1,AzG_S1,AVx_S1,AVy_S1,AVz_S1,AVy_L1,AVy_R1,AVy_L2,AVy_R2,My_Dr_L1,My_Dr_R1,My_Dr_L2,My_Dr_R2,My_Bk_L1,My_Bk_R1,My_Bk_L2,My_Bk_R2,StrK_L1,StrK_R1,sv_vx,sv_vy,sv_vz,Roll_E,Pitch,Yaw
          0.6, -0.00353839900345, -3.64712905139e-05, 0.999917805195, -0.0157287195325, -0.0174629483372, -0.00806489121169, 313.628204346, 313.622406006, 313.569091797, 313.566162109, 25.7073497772, 25.7073497772, 25.7073497772, 25.7073497772,          -0.5,          -0.5,          -0.5,          -0.5, -0.000330917479005, -0.00815955456346, 13.8500928879, -8.87039641384e-05, -0.0128805739805, 0.00194803264458, -0.0538235642016, 0.00693443324417
        0.625, -0.00335048232228, -0.000103163780295, 0.999928772449, -0.0174278914928, -0.017680151388, -0.0105340136215, 313.609436035, 313.602294922, 313.549224854, 313.545196533, 26.0543422699, 26.0543422699, 26.0543422699, 26.0543422699,          -0.5,          -0.5,          -0.5,          -0.5, -0.000826867704745, -0.00887608714402, 13.8490171432, -5.69398944208e-05, -0.0130054904148, 0.00153343298007, -0.054262984544, 0.0067019155249
         0.65, -0.00316372630186, -0.000172178464709, 0.99993956089, -0.0189486611634, -0.0178355388343, -0.0129955634475, 313.591583252, 313.583129883, 313.530334473,  313.52520752, 26.3990840912, 26.3990840912, 26.3990840912, 26.3990840912,          -0.5,          -0.5,          -0.5,          -0.5, -0.00132430635858, -0.00958916731179, 13.8479852676, -2.50521679845e-05, -0.0131288366392, 0.0010786249768, -0.0547070465982, 0.00640777219087
        0.675, -0.00297823618166, -0.000243363814661, 0.999949634075, -0.0202862247825, -0.0179348345846, -0.0154529968277, 313.574707031, 313.564941406, 313.512420654, 313.506164551, 26.7414112091, 26.7414112091, 26.7414112091, 26.7414112091,          -0.5,          -0.5,          -0.5,          -0.5, -0.001826683525, -0.0103025315329,  13.846997261, 6.53224333291e-06, -0.0132503770292, 0.000588147842791, -0.0551542825997, 0.00605215551332
          0.7, -0.00279410346411, -0.000316449993988, 0.999958574772, -0.0214427821338, -0.0179827194661, -0.0179115664214,  313.55871582, 313.547668457, 313.495422363, 313.488067627, 27.0811843872, 27.0811843872, 27.0811843872, 27.0811843872,          -0.5,          -0.5,          -0.5,          -0.5, -0.00233337236568, -0.0110158938915, 13.8460521698, 3.74407463823e-05, -0.0133700212464, 6.65654879413e-05, -0.055603351444, 0.00563510321081
        0.725, -0.00261141592637, -0.000391034700442, 0.999966263771, -0.0224238969386, -0.0179839823395, -0.0203756224364, 313.543670654, 313.531311035, 313.479400635, 313.470916748, 27.4182834625, 27.4182834625, 27.4182834625, 27.4182834625,          -0.5,          -0.5,          -0.5,          -0.5, -0.0028429471422, -0.0117281684652, 13.8451509476, 6.73980175634e-05, -0.0134877571836, -0.000481660594232, -0.0560530275106, 0.00515652960166
         0.75, -0.00243025575764, -0.000466789788334, 0.999972879887, -0.0232375189662, -0.0179442372173, -0.0228479206562, 313.529510498, 313.515899658, 313.464324951, 313.454681396, 27.7525939941, 27.7525939941, 27.7525939941, 27.7525939941,          -0.5,          -0.5,          -0.5,          -0.5, -0.00335575267673, -0.0124400081113,  13.844291687, 9.62238773354e-05, -0.0136036127806, -0.0010522371158, -0.0565022192895, 0.00461626052856
        0.775, -0.00225069816224, -0.000543485919479, 0.999978363514, -0.0238944347948, -0.0178697947413, -0.025330690667, 313.516235352, 313.501373291, 313.450164795, 313.439331055, 28.0840072632, 28.0840072632, 28.0840072632, 28.0840072632,          -0.5,          -0.5,          -0.5,          -0.5, -0.00387236406095, -0.0131522491574, 13.8434753418, 0.000123801553855, -0.0137176355347, -0.00164110446349, -0.0569499731064, 0.00401406222954
          0.8, -0.00207281042822, -0.000620893901214, 0.999982893467, -0.0244075842202, -0.0177670698613, -0.0278258509934, 313.503875732, 313.487762451, 313.436920166, 313.424926758, 28.4124145508, 28.4124145508, 28.4124145508, 28.4124145508,          -0.5,          -0.5,          -0.5,          -0.5, -0.00439224857837, -0.0138645796105, 13.8427009583, 0.000150065112393, -0.0138298841193, -0.00224450253882, -0.0573955103755, 0.00334964739159
        0.825, -0.00189663923811, -0.00069136248203, 0.999986588955, -0.0246266257018, -0.0176419671625, -0.0303401276469, 313.491333008, 313.476074219, 313.424621582, 313.411407471, 28.7377128601, 28.7377128601, 28.7377128601, 28.7377128601,          -0.5,          -0.5,          -0.5,          -0.5, -0.0043100239709, -0.0139718046412, 13.8419675827, 0.000175261142431, -0.0139404227957, -0.00285832141526, -0.0578381940722, 0.00262263487093
         0.85, -0.00172212766483, -0.000432882516179, 0.999989569187, -0.0198301114142, -0.0174996219575, -0.0315236188471, 313.465179443, 313.479797363, 313.413146973, 313.398803711, 29.0597934723, 29.0597934723, 29.0597934723, 29.0597934723,          -0.5,          -0.5,          -0.5,          -0.5, 0.00879603158683, -0.00105236284435, 13.8412752151, 0.000223392577027, -0.0140493251383, -0.00343801570125, -0.0582775399089, 0.00184060144238
        0.875, -0.00155025359709, 0.001570718945, 0.999977707863, 0.0127222975716, -0.0172997321934, -0.0176221486181, 313.409820557, 313.514373779,  313.40057373, 313.389068604, 29.3785495758, 29.3785495758, 29.3785495758, 29.3785495758,          -0.5,          -0.5,          -0.5,          -0.5, 0.0689472928643, 0.0589154325426, 13.8406238556, 0.000486132601509, -0.0141572235152, -0.00362337194383, -0.0587130114436, 0.00116389978211
          0.9, -0.00139696872793, 0.00681473268196, 0.999929368496, 0.113064497709, -0.0168113876134, 0.0494945347309, 313.338867188, 313.565979004, 313.379180908,  313.38949585, 29.6939525604, 29.6939525604, 29.6939525604, 29.6939525604,          -0.5,          -0.5,          -0.5,          -0.5, 0.193875536323, 0.183676451445, 13.8400115967, 0.00139967177529, -0.0142699154094, -0.0022338856943, -0.0591390952468, 0.0013998845825
